Company,Location ,Title,Name ,Focus,Experience,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
L Catterton,Beijing,Partner,Scott Chen,,,,,,,,,,,,,,
,Beijing,Senior Vice President,Shirley Le,,,,,,,,,,,,,,
,Beijing,Managing Director,Ji Han,,,,,,,,,,,,,,
,Beijing,Managing Director (RMB）,Jing Marzak Li,,,,,,,,,,,,,,
,Shanghai,Principal,Jimmy Jin,,,,,,,,,,,,,,
,Beijing,Vice President,Cindy Zhu,,,,,,,,,,,,,,
,Shanghai,Vice President,Melissa You,,,,,,,,,,,,,,
,Beijing,Vice President,Lynn Ye,,"Joined in 2021, Ex Baring",,,,,,,,,,,,
,Beijing,Senior Associate,David Dong,,"Joined in 2021, Ex Affinity",,,,,,,,,,,,
,Shanghai,Associate,Chris Bao,,"Joined in 2021, Ex C2",,,,,,,,,,,,
,Beijing,Analyst,Charles Guo,,"Joined in 2021, Ex BAML",,,,,,,,,,,,
,Shanghai,Analyst,Haotian Sean Xiang,,Joined in 2021,,,,,,,,,,,,
,Beijing,Analyst,Sherry Gu,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
MBK Partners,Hong Kong,Partner,Teck Chien Kong,,retired,,,,,,,,,,,,
,Hong Kong,Partner,Michael Kyung Ju Kim ,,,,,,,,,,,,,,
,Shanghai,Partner,Hongfei Yu,,Ex MS,,,,,,,,,,,,
,Shanghai,Managing Director,Lei Han,,Joined in '09/17. Ex Citic Capital,,,,,,,,,,,,
,Shanghai,Managing Director,Jun Xu,,Joined '09/17.  Ex Allybridge. ,,,,,,,,,,,,
,Shanghai,Director,Shelby Yu,,ex MS,,,,,,,,,,,,
,Shanghai,Director,James Kong,,,,,,,,,,,,,,
,Shanghai,Vice President,Laurance An HU,,Joined in Aug 16. Ex CDH Singapore. ,,,,,,,,,,,,
,Shanghai,Vice President,Anning Yao,,Ex Yunfeng,,,,,,,,,,,,
,Shanghai,Vice President,Ray Wang,,Joined in 2016. Ex China ASEAN,,,,,,,,,,,,
,Shanghai,Senior Associate,Patrick Song,,Joined OTPP. Ex BAML ,,,,,,,,,,,,
,Shanghai,Associate,Dresden Zhang,,"Joined in 19, Ex Citi",,,,,,,,,,,,
,Shanghai,Senior Associate,Tianyi Yang,,"Joined in 19, Ex DB",,,,,,,,,,,,
,Shanghai,Associate,Yutong Xie,,"Joined in 19, Ex MS",,,,,,,,,,,,
,Shanghai,Associate,Yulong Li,,,,,,,,,,,,,,
,Shanghai,Associate,Shilin Dong,,"Joined in 20, Ex C Bridge",,,,,,,,,,,,
,Shanghai,Associate,Edward Zhou,,"Joined in 21, Ex MS",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Morgan Stanley PE,Hong Kong,Managing Director,Chin Chou,China,,,,,,,,,,,,,
,Hong Kong,Managing Director,Homer Sun,China,CIO,,,,,,,,,,,,
,Hong Kong,Managing Director,Yu Gao,China,,,,,,,,,,,,,
,Hong Kong,Managing Director,Kingsley Chan,China,Promoted to MD in 2012,,,,,,,,,,,,
,Hong Kong,Managing Director,Ryan Law,China,,,,,,,,,,,,,
,Hong Kong,Executive Director,Tao Sun,China,,,,,,,,,,,,,
,Hong Kong,Executive Director,Wei Zhou,China,,,,,,,,,,,,,
,Hong Kong,Executive Director,Ivan Chan,China,,,,,,,,,,,,,
,Hong Kong,Executive Director,Chi Zhang,China,Ex Temasek. Left MSPE to join Coller Capital,,,,,,,,,,,,
,Hong Kong,Vice President,Ewing Fang,China,2014 Columbia grad,,,,,,,,,,,,
,Hong Kong,Associate,Martin Ying,China,"Joined in 18.  Ex CS, moved to PAG",,,,,,,,,,,,
,Hong Kong,Associate,Jim Zhang,China,Joined in 18.  Ex Primavera,,,,,,,,,,,,
,Hong Kong,Associate,Alex Yang,China,"Joined in 19, Ex MS",,,,,,,,,,,,
,Hong Kong,Analyst,Will Weng,China,"Joined in 19, Ex Citi",,,,,,,,,,,,
,Hong Kong,Analyst,Edward Liu,China,Joined Vision fund,,,,,,,,,,,,
,Hong Kong,Associate,Ivy Qian,China,,,,,,,,,,,,,
,Hong Kong,Analyst,Qi Wang,China,"Joined in 21, ex Molies",,,,,,,,,,,,
,Hong Kong,Analyst,Riva Xiong,China,"Joined in 21, ex Citi",,,,,,,,,,,,
,Hong Kong,Analyst,Tina Zhang,China,,,,,,,,,,,,,
,Shanghai,Managing Director,Jun Xu,RMB Fund,Relocated to SHA to join RMB fund team,,,,,,,,,,,,
,Shanghai,Managing Director,Brian Han,RMB Fund,Relocated to SHA to join RMB fund team,,,,,,,,,,,,
,Shanghai,Executive Director,Brian Xu,RMB Fund,"Joined RMB fund, ex Carlyle-Fosun, ex-PAG",,,,,,,,,,,,
,Beijing,Managing Director,Alex Xi Zhou,RMB Fund,"Co-head, joined in early 2011",,,,,,,,,,,,
,Shanghai,Managing Director,Lei Xu,RMB Fund,,,,,,,,,,,,,
,Beijing,Executive Director,Jane Guo,RMB Fund,ex PwC,,,,,,,,,,,,
,Shanghai,Executive Director,Phil Weiqing Zhou,RMB Fund,ex E&Y transaction,,,,,,,,,,,,
,Shanghai,Vice President,Laura Xiao,RMB Fund,"Joined 12, just promoted to Associate, ex Deloitte&Touche Financial Advisory (10-12), ex PWC (08-10)",,,,,,,,,,,,
,Shanghai,Associate,Yupeng Shi,RMB Fund,,,,,,,,,,,,,
,Beijing,Associate,Jacob Guo,RMB Fund,,,,,,,,,,,,,
,Beijing,Associate,Andy Wang,RMB Fund,,,,,,,,,,,,,
,Beijing,Associate,Lawrence Chen,RMB Fund,"ex CICC, joined in 2017",,,,,,,,,,,,
,Shanghai,Associate,Xiaolin Xiong,RMB Fund,joined in 2017,,,,,,,,,,,,
,Shanghai,Associate,Ross Wang,RMB Fund,joined Legend,,,,,,,,,,,,
,Shanghai,Associate,Caroline Xu,RMB Fund,Joined in 18 from Fudan,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Andrew Hawkyard,non China,COO & head of non-China,,,,,,,,,,,,
,Hong Kong,Vice President,Mike,non China,ex Carlyle,,,,,,,,,,,,
,Hong Kong,Vice President,Michael Yeh,non China,Joined after graduation from NYU. Taiwanese.,,,,,,,,,,,,
,Hong Kong,Associate,Bill Wu ,non China,Joined in 18. Ex JPM M&A. ,,,,,,,,,,,,
,Hong Kong,Associate,Charlie Yang,non China,"Joined in 17, Taiwanese",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
New Horizon,Beijing,"Founder, Managing Partner",Jianming Yu,,Ph. D in Biology from Harvard University ,,,,,,,,,,,,
,Beijing,President,Sun Peng,Secondaries,Ex Research,,,,,,,,,,,,
,Beijing,Managing Director,Jessica Jiayi Wu,Secondaries,Joined in 2007. Promoted in 2014. ,,,,,,,,,,,,
,Beijing,Vice President,Thomas Yu,Secondaries,,,,,,,,,,,,,
,Beijing,Vice President,Jingso Gai,Secondaries,,,,,,,,,,,,,
,Beijing,"Partner, Co-head of Healthcare business",Jennifer Jin,Healthcare,,,,,,,,,,,,,
,Beijing,"Partner, Co-Head of Healthcare",Benjamin Qiu,Healthcare,joined from GL capital,,,,,,,,,,,,
,Beijing,Vice President,Yvette Lou ,Healthcare,,,,,,,,,,,,,
,Beijing,Vice President,Lai Wei,Healthcare,,,,,,,,,,,,,
,Beijing,Vice President,Yunsong (surname unknown),Healthcare,joined around 2016,,,,,,,,,,,,
,Beijing,Vice President,Xiangjin (surname unknown),Healthcare,joined around 2016,,,,,,,,,,,,
,Beijing,Associate,Name Unknown,Healthcare,joined around 2016,,,,,,,,,,,,
,Hong Kong,Associate,Haoming Wu,Healthcare,Joined in 18 from PKU,,,,,,,,,,,,
,Beijing,Analyst,Yunqiang Deng,Healthcare,Joined in 18 from PKU,,,,,,,,,,,,
,Hong Kong,Director,Huhu Wang,IR,"More involved in fund raising, less on deals",,,,,,,,,,,,
,Beijing,Partner,Xin Zhang,TMT,,,,,,,,,,,,,
,Beijing,Executive Director,Yanjun Ouyang,TMT,Was involved in fund raising,,,,,,,,,,,,
,Beijing,Executive Director,Ping Nan,TMT,"Joined in 13. Ex Deutsche Bank. Fast promoted to D, deals include: 挖财, 同盾科技, 拼多多, 趣頭條, talking data, Petwuum ",,,,,,,,,,,,
,Beijing,Director,Charles Zheng Huang ,TMT,商汤科技,,,,,,,,,,,,
,Beijing,Director,Biao Yin,TMT,"MBA, ex NH",,,,,,,,,,,,
,Beijing,Vice President,Stephen Siyang Liu,TMT,Joined in '10/17. Genesis Capital. Ex TPG. Ex CS.,,,,,,,,,,,,
,Beijing,Vice President,Will Wei Zhang,TMT,Joined in '05/16.  Ex IDG.  ,,,,,,,,,,,,
,Beijing,Senior Associate,Marrie Chenhui Li,TMT,,,,,,,,,,,,,
,There are 2 Analysts in the TMT team,,,,,,,,,,,,,,,,
,Beijing,Associate,Zhetong Xu ,,,,,,,,,,,,,,
,Hong Kong,Associate,Tracy Chan ,,,,,,,,,,,,,,
,Beijing,Managing Partner,Jie Zhang,Consumer/Manufacturing,1 of the founding members,,,,,,,,,,,,
,Beijing,Partner,Jianming Zou,Consumer/Manufacturing,AC: open to ideas although he knows KKR well as they often look at deals together.  He focuses more on Pearl River Triangle investments.  Was based in HK for 2 years with NH and moved back to BJ last year with wife and kids.  Sourced and led 3 investments,,,,,,,,,,,,
,Beijing,Executive Director,Xin Wang,Consumer/Manufacturing,"Very close to founders, joined since the fund was set up",,,,,,,,,,,,
,Beijing,Executive Director,Xuegang Zhang,Consumer/Manufacturing,,,,,,,,,,,,,
,Beijing,Executive Director,Jing Yi,Consumer/Manufacturing,,,,,,,,,,,,,
,Beijing,Director,Biao Gong ,Consumer/Manufacturing,ABC Kids,,,,,,,,,,,,
,Beijing,Executive Director,Yun Liu,Consumer/Manufacturing,"Presented and met with KKR, dinged",,,,,,,,,,,,
,Beijing,Director,Zhonglin Zheng,Consumer/Manufacturing,,,,,,,,,,,,,
,Changsha ,Director,Aiwen Chen,Consumer/Industrials,,,,,,,,,,,,,
,Beijing,Vice President,Chunzhen Zheng,Consumer/Manufacturing,,,,,,,,,,,,,
,plus 6 Associates,,,,,,,,,,,,,,,,
,Beijing,Managing Director,Darren Wong,IR,from Ceyuan Venture,,,,,,,,,,,,
,Beijing,Vice President,Winni Shi,IR,ex Keytone IR,,,,,,,,,,,,
,Beijing,Vice President,Yvette Lou,Healthcare ex IR,Transferred to healthcare since 2016 ;ex Pacific Capital Financial,,,,,,,,,,,,
,Beijing,Associate,Ru Liu,TMT growth,Joined in 17 from Tsinghua,,,,,,,,,,,,
,Beijing,Associate,Luc Zhang,,"Left for Jinyi Capital. Joined in 17, Ex Fosun",,,,,,,,,,,,
,Beijing,Associate,Songlin Li,,,,,,,,,,,,,,
,Beijing,Analyst,Zihan Lin,,,,,,,,,,,,,,
,Beijing,Analyst,Vidya Chen,,Joined in 18 from Tsinghua,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Nexus Point ,Hong Kong,Partner,KC Kung,Buyout,founded in 2016.  Ex MBK,,,,,,,,,,,,
,Hong Kong,Partner,Richard Wong,Buyout,founded in 2016.  Ex MS M&A,,,,,,,,,,,,
,Shanghai,Partner,Min Li ,Buyout,founded in 2016. Ex Bain Capital,,,,,,,,,,,,
,Shanghai,Partner,Joseph Li,Buyout ,,,,,,,,,,,,,
,Hong Kong,Managing Director,Calvin Chen,Buyout,Promoted to Managing Director in 2022. Joined in 18.  Ex MS M&A,,,,,,,,,,,,
,Shanghai,Director,Andy Xia,Buyout,Joined in 17.  Ex L Capital.,,,,,,,,,,,,
,Shanghai,Director,Jason Yang,Buyout,,,,,,,,,,,,,
,Hong Kong,Vice President,Yifan Cui,Buyout,Joined in 18. Ex TA Associates. EAL placed,,,,,,,,,,,,
,Shanghai,Vice President,Luke Gu,Buyout,Joined in 17. Ex JPM. EAL placed. ,,,,,,,,,,,,
,Shanghai,Senior Associate,Xiao Liu,,,,,,,,,,,,,,
,Shanghai,Senior Associate,Kate Zhou,,,,,,,,,,,,,,
,Shanghai,Associate,Woody Lou,Buyout,Joined in 17. Ex UBS. ,,,,,,,,,,,,
,Shanghai,Associate,Sophie He,Buyout ,"Joined in 19, Ex Meituan",,,,,,,,,,,,
,Hong Kong,Associate,Nick Chung,,,,,,,,,,,,,,
,Hong Kong,Associate,James Long,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Oaktree Capital Management,Hong Kong,Managing Director ,Yi Zhang,RE,,,,,,,,,,,,,
,Hong Kong,Chairman,Ralph Parks,,,,,,,,,,,,,,
,Hong Kong,Managing Director ,Bill Kerins,,,,,,,,,,,,,,
,Hong Kong,Vice President,Jenny Zhengyi Li,RE,Joined in '08/14. Ex  JPM,,,,,,,,,,,,
,Hong Kong,Analyst,Freda Duan,RE,"Joined in '06/15, Ex JPM, BNP",,,,,,,,,,,,
,Hong Kong,Associate,Chris Shang,,Left for BlackRock. Joined in '04/17. Ex Barclays,,,,,,,,,,,,
,Hong Kong,Associate,Kate Tan,,,,,,,,,,,,,,
,Hong Kong,Analyst,Jenny Au,,,,,,,,,,,,,,
,Hong Kong,Managing Director ,Petro,,,,,,,,,,,,,,
,Hong Kong,Managing Director ,Raymon,,,,,,,,,,,,,,
,Hong Kong,Senior Vice Presient,Gabriel,,,,,,,,,,,,,,
,Hong Kong,Vice President,Jacky Tian,,,,,,,,,,,,,,
,Hong Kong,Vice President,Benjamin Wu,,,,,,,,,,,,,,
,Hong Kong,Associate,Abby Jie,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ocean Link,Beijing,Partner,Tony Jiang,,Ex Carlyle,,,,,,,,,,,,
,Beijing,Partner,Alex Zhang,,,,,,,,,,,,,,
,Beijing,Partner,Le Guan,,,,,,,,,,,,,,
,Beijing,"Managing Director, IR",Kay Zhang,,Ex AGIC,,,,,,,,,,,,
,Shanghai ,Managing Director,Ranbing Ye,,,,,,,,,,,,,,
,Shanghai ,Director,Simon Guo,,,,,,,,,,,,,,
,Shanghai,Director,Stephan Huang,,,,,,,,,,,,,,
,Shanghai ,Vice President,Liang Qian,,,,,,,,,,,,,,
,Shanghai ,Vice President,John Bin Ji,,Ex AGIC,,,,,,,,,,,,
,Shanghai ,Vice President,Stanley Wong,,"Ex Hillhouse, Full Truck Alliance",,,,,,,,,,,,
,Shanghai ,Senior Associate,Steven Xiao,,,,,,,,,,,,,,
,Shanghai ,Associate,Skye Han,,Ex Citi,,,,,,,,,,,,
,Beijing,Analyst,Irene Wang,,"Left, joined Sequoia Consumer",,,,,,,,,,,,
,Shanghai ,Associate,Grace Jiang,,"Joined in 19, ex Ether Capial",,,,,,,,,,,,
,Shanghai ,Associate,Steven Zhong,,"Joined in 18, ex PKU",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Olympus Capital,Hong Kong,Regional Managing Director,David Shen,,Joined in 06/98. ,,,,,,,,,,,,
,Hong Kong,Managing Director,Edan Lee,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Maura H. Wong,,Joined 5/10 from GS PIA for 3 mths,,,,,,,,,,,,
,Hong Kong,Managing Director,Calvin Q. Xu,,"Joined in 2009. Ex IFC, Pace Global",,,,,,,,,,,,
,Shanghai,Executive Director,Xiaowei Ma,,"From 2006, from industry, ex lawyer, with M&A experiences",,,,,,,,,,,,
,Shanghai,Director,Stephen Dai,,"Joined in 2011, ex Carlyle RMB fund, ex Centurion Investment Management 
",,,,,,,,,,,,
,Shanghai,Vice President,Eric Lui,,Joined in 2014. Ex J&Parteners,,,,,,,,,,,,
,Hong Kong,Vice President,Eric Hu,,"Ex UBS TMT let go, Taiwanese",,,,,,,,,,,,
,Shanghai,Analyst,Tim Zeng,,,,,,,,,,,,,,
,Shanghai,Vice President,Michael Li,,,,,,,,,,,,,,
,Shanghai,Senior  Analyst,Luoxi Zhang,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Orchid Asia,Hong Kong,Founder,Gabriel Li,,ex Carlyle,,,,,,,,,,,,
,Hong Kong,Managing Director,Edmond Wong,,"public market, ex consultant",,,,,,,,,,,,
,Beijing,Managing Director,Allen Chen,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Ning Cong,,,,,,,,,,,,,,
,Shanghai,Managing Director,Richard Chen Mao,,Joined in 03/15. Ex J&J.,,,,,,,,,,,,
,Shanghai,Managing Director,Teck Shang Ang,,Malaysian,,,,,,,,,,,,
,Guangzhou,Managing Director,Yiting Wu,,"Taiwanese, ops/inv deal. Ex corp.",,,,,,,,,,,,
,Hong Kong,Director,Trevor Chan,IR,Marketing and fundraising,,,,,,,,,,,,
,Hong Kong,Director,Tony Yang,,Ex BOCI,,,,,,,,,,,,
,Shanghai,Director,Jue Wang,,"Not interested in KKR, will consider SH only, joined Orchid since 2006 as fresh graduate.",,,,,,,,,,,,
,Beijing,Director,Kevin Tao Huang,,ex McKinsey,,,,,,,,,,,,
,Beijing,Director,Allen Chen,,"Joined in 2009, PhD graduated, Fujian",,,,,,,,,,,,
,Shenzhen ,Director,William Chan,,"Joined 11. Ex Warner Music Group, Fox International Channels",,,,,,,,,,,,
,Shanghai,Director,Zhou Joe,,"Joined in 2012, ex PWC",,,,,,,,,,,,
,Beijing,Assistant Vice President,Qiwen Tan,,Ex HNA Group,,,,,,,,,,,,
,Shenzhen,Associate,Michael Jian,,Ex bj small pe fund. Sz ppl,,,,,,,,,,,,
,Beijing,Assistant Vice President,Xiaoyi Pan,,Joined in Nov 2013 ,,,,,,,,,,,,
,Beijing,Associate,Zhou Zhang,,Joined 彬复资本. Ex Roland Berger,,,,,,,,,,,,
,Beijing,Associate,Sindy Fu,,,,,,,,,,,,,,
,Shanghai,Associate,Clara Luo,Healthcare,Ex CICC,,,,,,,,,,,,
,Shanghai,Vice President,Maggie Wang,,Ex Roland Berger,,,,,,,,,,,,
,Shanghai,Senior Analyst,Paul Xu,,ex McKinsey,,,,,,,,,,,,
,Shanghai,Senior Analyst,Roger Chu,,"Ex Franklin Templeton Investment, China Construction Bank",,,,,,,,,,,,
,Shanghai,Senior Analyst,Josie Fu,,,,,,,,,,,,,,
,Shanghai,Senior Analyst,Ray Chen,Consumer,,,,,,,,,,,,,
,Shanghai,Analyst,Xingyu Lu,Healthcare,2016 graduate hiring,,,,,,,,,,,,
,Shanghai,Analyst,Lynn Lu,TMT Consumer,2017 graduate hiring,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
OTPP,Hong Kong,Senior Principal,Angel Kong,,"Joined in 19, ex EQT",,,,,,,,,,,,
,Hong Kong,Senior Principal,Ronnie Tang,,"Joined in 15, ex Unitas",,,,,,,,,,,,
,Hong Kong,Principal,Hannah Long,,Joined in 20，ex CDIB,,,,,,,,,,,,
,Hong Kong,Senior Associate,Daniel Luo,,"Joined in 18, Ex DB",,,,,,,,,,,,
,Hong Kong,Senior Associate,Ryan Sima,,,,,,,,,,,,,,
,Hong Kong,Analyst,Christy Mingyuan Zheng,,Joined in 21.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
PAG,Shanghai,Partner,Kevin Xu,Growth,,,,,,,,,,,,,
,Shanghai,Managing Director,Roger Chen,Growth,,,,,,,,,,,,,
,Beijing,Executive Director,Dong Lyu,Growth,Ex Citic PE,,,,,,,,,,,,
,Shanghai,Executive Director,Yulu Ying,Growth,ex ML,,,,,,,,,,,,
,Beijing,Executive Director,Elaine Zhang,"Growth, Fintech, Software, Game, SaaS",,,,,,,,,,,,,
,Beijing,Executive Director,Yang Zhang,"Growth, Tech",,,,,,,,,,,,,
,Shanghai,Vice President,Felix Feng,"Growth, Consumer and Fintech",Joined in 2020. Ex WP,,,,,,,,,,,,
,Shanghai,Vice President,Xingchi Xiong,"Growth, Drug and healthcare devices",Joined in 2020. Ex 美年大健康,,,,,,,,,,,,
,Shanghai,Senior Associate,Martin Ying,Growth,,,,,,,,,,,,,
,Beijing,Senior Associate,Ning Xue,Growth,Joined in 11/16. Ex Citic PE,,,,,,,,,,,,
,Shanghai,Associate,Sissy Wang,Growth,Joined in 04/21. Ex Baring,,,,,,,,,,,,
,Shanghai,Associate,Leo Lu,Growth,Joined in 09/19. Ex MS,,,,,,,,,,,,
,Shanghai,Associate,Lin Su,Growth,Joined in 2017. Ex Citi,,,,,,,,,,,,
,Shanghai,Associate,Qixuan Li,Growth,Joined in 2020. Ex CICC. Left for Lixin,,,,,,,,,,,,
,Shanghai,Associate,Frank Liu,Growth,,,,,,,,,,,,,
,Shanghai,Research Associate,Wentian Lyu,Growth,,,,,,,,,,,,,
,Hong Kong,Partner,Weijian Shan,Buyout,,,,,,,,,,,,,
,Shanghai,Partner,David Wong,Buyout,,,,,,,,,,,,,
,Hong Kong,Partner,David Kim,Buyout,CFO,,,,,,,,,,,,
,Shanghai,Partner,David He,Buyout,COO. ex Bain Capital,,,,,,,,,,,,
,Beijing,Partner,David Qiu,Buyout,,,,,,,,,,,,,
,Shenzhen,Partner,Suining Xiao,Buyout,70's. Ex Ping'an,,,,,,,,,,,,
,Hong Kong,Partner,Qi Chen,Buyout,,,,,,,,,,,,,
,Shanghai,Managing Director,Thomas Zan,Buyout. HC deal sourcing and protfolio management,"Ex Avenue, Ex Sanofi, Baxter, Janssen",,,,,,,,,,,,
,Shanghai,Managing Director,Morgan Li,Buyout,Ex GS PIA,,,,,,,,,,,,
,Hong Kong,Managing Director,Jack Li,Pe,,,,,,,,,,,,,
,Shanghai,Managing Director,Wilson Lu,Buyout,EAL Placed,,,,,,,,,,,,
,Hong Kong,Managing Director,Francis Wu,Buyout,"Ex CPPIB, ex TPG",,,,,,,,,,,,
,Shanghai,Managing Director,Yanjun Ma,Buyout,"ex McK, HBS",,,,,,,,,,,,
,Shanghai,Executive Director,Chengcheng Xu,Buyout. HC/Pharma,Ex KPMG,,,,,,,,,,,,
,Hong Kong,Executive Director,Wei Li,Buyout,,,,,,,,,,,,,
,Hong Kong,Vice President,Qingsi Zhu,Buyout,ex MS,,,,,,,,,,,,
,Hong Kong,Executive Director,Frank Zhang,Buyout,Joined in 08/14. Ex BainCap. Ex MS,,,,,,,,,,,,
,Hong Kong,Executive Director,Regina Zhou,Buyout,Joined in 08/13. Ex GS NY,,,,,,,,,,,,
,Shanghai,Vice President,Peter Cui,Buyout,Ex SL,,,,,,,,,,,,
,Shanghai,Vice President,Jianlin Zhong,Buyout,Joined in 06/16. Ex JPM,,,,,,,,,,,,
,Shanghai,Vice President,Francis Chen,Buyout,Joined in 08/16. Ex GS,,,,,,,,,,,,
,Hong Kong,Senior Associate,Henry Cao,Buyout,"Joined in 18, Ex MS",,,,,,,,,,,,
,Hong Kong,Senior Associate,Christine Zhang,Buyout,"Joined in 18, Ex DB",,,,,,,,,,,,
,Hong Kong,Senior Associate,Edward Ye,Buyout,"Joined in 19, Ex MSPE",,,,,,,,,,,,
,Hong Kong,Associate,Walker Zheng,Buyout,"Joined in 19, Ex CPPIB",,,,,,,,,,,,
,Shanghai,Senior Associate,Jiangbo Lyu,Buyout,Will join in 03/18,,,,,,,,,,,,
,Shanghai,Associate,Yilin Yang,Buyout,"Joined in 19, Ex TPG",,,,,,,,,,,,
,Shanghai,Associate,David Hu,Buyout,,,,,,,,,,,,,
,Hong Kong,Analyst,Amber Chen,Buyout,,,,,,,,,,,,,
,Shanghai,Analyst,Chris Zhou,Buyout,,,,,,,,,,,,,
,Hong Kong,Analyst,Jerry Yan,Buyout,,,,,,,,,,,,,
,Hong Kong,Analyst,Zhe Hu,Buyout,,,,,,,,,,,,,
,Hong Kong,Analyst,Leah Wei,Buyout,,,,,,,,,,,,,
,Shanghai,Analyst,Yiling Zhou,Buyout,,,,,,,,,,,,,
,Shanghia,Analyst,Wei Xu,Buyout,,,,,,,,,,,,,
,Beijing,Analyst,Cathy Zhang,Buyout,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Partners Group,Shanghai,VP,Melody Xu,,,,,,,,,,,,,,
,Shanghai,Associate,Philip Xu,,,,,,,,,,,,,,
,Shanghai,Associate,Wing Wu,,,,,,,,,,,,,,
,Shanghai,Associate,David Dou,,Ex Citi,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Permira,Hong Kong,Partner,Robin Bell-Jones,,Relocated to HK in 12 to head TMT,,,,,,,,,,,,
,Hong Kong,Chairman,Andrew Liu,,Ex Unitas.,,,,,,,,,,,,
,Hong Kong,Partner,Alex Emery,,,,,,,,,,,,,,
,Hong Kong,Partner ,Jim Tsao,Operations,Ex Unitas.,,,,,,,,,,,,
,Shanghai,Principal,Speed Liu,,Ex Unitas.,,,,,,,,,,,,
,Shanghai,Vice President,Shanshan Jiang,,Ex Unitas. ex PwC transaction,,,,,,,,,,,,
,Shanghai,Vice President,Fan Yang,,"Ex Unitas. Joined in Dec11, ex CLSA, ex Jeffreies, ex PwC, Fudan Grad",,,,,,,,,,,,
,Hong Kong,Associate,Serena Guangchen Bian,,"Ex Citi, joined in May 2014",,,,,,,,,,,,
,Hong Kong,Analyst,Chang Li,,Joined in 12. Ex intern in HSBC,,,,,,,,,,,,
,Hong Kong,Associate,Chenxing Yu,,,,,,,,,,,,,,
,Hong Kong,Associate,Andrew Liu,,,,,,,,,,,,,,
,Hong Kong,Associate,Amy Wang,,"Joined in 21, Ex Barclays London",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Primavera,Hong Kong,Chairman,Fred Hu,,,,,,,,,,,,,,
,Beijing,Partner,Kenneth Wong,,ex GS,,,,,,,,,,,,
,Beijing,Partner,William Yang Wang,,,,,,,,,,,,,,
,Beijing,Partner,Haitao Zhai,,,,,,,,,,,,,,
,Beijing,Partner,Stephen Zhang,to b,Promoted to MD 2013,,,,,,,,,,,,
,Hong Kong,Partner,Gigi Ng,CFO,Ex GS,,,,,,,,,,,,
,Hong Kong,Partner,Max Chen,,"ex GS, HBS",,,,,,,,,,,,
,Beijing,Partner,Jacky Jiaqi Zheng,Healthcare,"Promoted to MD in Jan 15, ex CICC",,,,,,,,,,,,
,Beijing,Managing Director,Dapeng Zhu,VC Head,,,,,,,,,,,,,
,Beijing,Managing Director,David Lin,IR,Joined in 2014 from Goldstone,,,,,,,,,,,,
,Beijing,Managing Director,Samantha Xiao,"consumer, to c",Joinedin 15. Ex GS,,,,,,,,,,,,
,Beijing,Managing Director,Jimmy Guo,"logistic ,TMT, auto ev， to B",Ex Development Principles Group,,,,,,,,,,,,
,Beijing,Executive Director,Wei Wang,,Ex Big 4. Promoted to ED in 2017,,,,,,,,,,,,
,Beijing,Executive Director,Lu Li,,,,,,,,,,,,,,
,Hong Kong,Executive Director,Johnny Zou,,"Will run their new VC/Growth Fund. Ex JPM macro economic research, support Fred Hu",,,,,,,,,,,,
,Beijing,Executive Director,Edward Han,A little bit to B,"Joined in Jan 14, ex AXA FoF",,,,,,,,,,,,
,Beijing,Executive Director,Gabriel Li,RMB fund raising,,,,,,,,,,,,,
,Beijing,Executive Director,Li Li,,,,,,,,,,,,,,
,Beijing,Executive Director,Yuchen Zhang,,,,,,,,,,,,,,
,Beijing,Executive Director,Alex Guo,,,,,,,,,,,,,,
,Beijing,Executive Director,David Sun,,Joined in '09/16.  Ex DB. ,,,,,,,,,,,,
,US,Executive Director,Veronica Li ,,Joined in 08/17. Standford. VIP.; 1st fast track Asso.,,,,,,,,,,,,
,Hong Kong,Associate,Jack Guan ,,Ex CS to NF,,,,,,,,,,,,
,Hong Kong,Associate,Renee Song,"IR, USD Fund raising",,,,,,,,,,,,,
,Beijing,Associate,Jie Wang,,"Ex Lazard, Fosun",,,,,,,,,,,,
,Beijing,Associate,Ying Yang,,ex Nomura,,,,,,,,,,,,
